,term,term_d,rate,,
2015/7/22,4y,4,3.0135,,
2015/7/22,5y,5,3.1586,,
2015/7/22,6y,6,3.3682,,
2015/7/22,7y,7,3.4825,,
2015/7/22,8y,8,3.502,,
2015/7/22,9y,9,3.51,,
2015/7/22,10y,10,3.5145,,
2015/7/22,15y,15,3.7059,,
2015/7/22,20y,20,3.7978,,
2015/7/22,30y,30,3.9615,,
2015/7/22,40y,40,4.0169,,
2015/7/22,50y,50,4.0577,,
2015/7/23,0d,0,1.0254,,
2015/7/23,1m,0.08,2.0506,,
2015/7/23,2m,0.17,2.1336,,
2015/7/23,3m,0.25,2.1183,,
2015/7/23,6m,0.5,2.3538,,
2015/7/23,9m,0.75,2.3143,,
2015/7/23,1y,1,2.3335,,
2015/7/23,2y,2,2.588,,
2015/7/23,3y,3,2.8373,,
2015/7/23,4y,4,3.0159,,
2015/7/23,5y,5,3.1658,,
2015/7/23,6y,6,3.3292,,
2015/7/23,7y,7,3.4284,,
2015/7/23,8y,8,3.4593,,
2015/7/23,9y,9,3.4705,,
2015/7/23,10y,10,3.4751,,
2015/7/23,15y,15,3.6851,,
2015/7/23,20y,20,3.7952,,
2015/7/23,30y,30,3.9593,,
2015/7/23,40y,40,4.0147,,
2015/7/23,50y,50,4.0555,,
2015/7/24,0d,0,1.0304,,
2015/7/24,1m,0.08,1.9525,,
2015/7/24,2m,0.17,2.1748,,
2015/7/24,3m,0.25,2.1189,,
2015/7/24,6m,0.5,2.2701,,
2015/7/24,9m,0.75,2.2449,,
2015/7/24,1y,1,2.336,,
2015/7/24,2y,2,2.5865,,
2015/7/24,3y,3,2.8378,,
2015/7/24,4y,4,3.013,,
2015/7/24,5y,5,3.1576,,
2015/7/24,6y,6,3.3042,,
2015/7/24,7y,7,3.3986,,
2015/7/24,8y,8,3.4386,,
2015/7/24,9y,9,3.4526,,
2015/7/24,10y,10,3.4602,,
2015/7/24,15y,15,3.6701,,
2015/7/24,20y,20,3.7803,,
2015/7/24,30y,30,3.9231,,
2015/7/24,40y,40,3.9787,,
2015/7/24,50y,50,4.0245,,
2015/7/27,0d,0,1.0674,,
2015/7/27,1m,0.08,1.923,,
2015/7/27,2m,0.17,2.1363,,
2015/7/27,3m,0.25,2.0589,,
2015/7/27,6m,0.5,2.2475,,
2015/7/27,9m,0.75,2.2315,,
2015/7/27,1y,1,2.3113,,
2015/7/27,2y,2,2.5716,,
2015/7/27,3y,3,2.8309,,
2015/7/27,4y,4,3.0107,,
2015/7/27,5y,5,3.1596,,
2015/7/27,6y,6,3.3148,,
2015/7/27,7y,7,3.4093,,
2015/7/27,8y,8,3.4426,,
2015/7/27,9y,9,3.4546,,
2015/7/27,10y,10,3.4602,,
2015/7/27,15y,15,3.6702,,
2015/7/27,20y,20,3.7803,,
2015/7/27,30y,30,3.9231,,
2015/7/27,40y,40,3.9787,,
2015/7/27,50y,50,4.0245,,
2015/7/28,0d,0,1.0814,,
2015/7/28,1m,0.08,2.0067,,
2015/7/28,2m,0.17,2.1561,,
2015/7/28,3m,0.25,2.1022,,
2015/7/28,6m,0.5,2.2482,,
2015/7/28,9m,0.75,2.1868,,
2015/7/28,1y,1,2.2617,,
2015/7/28,2y,2,2.5659,,
2015/7/28,3y,3,2.8654,,
2015/7/28,4y,4,3.0324,,
2015/7/28,5y,5,3.1501,,
2015/7/28,6y,6,3.3183,,
2015/7/28,7y,7,3.4078,,
2015/7/28,8y,8,3.4272,,
2015/7/28,9y,9,3.4362,,
2015/7/28,10y,10,3.4401,,
2015/7/28,15y,15,3.6502,,
2015/7/28,20y,20,3.7603,,
2015/7/28,30y,30,3.9031,,
2015/7/28,40y,40,3.9587,,
2015/7/28,50y,50,4.0045,,
2015/7/29,0d,0,1.0204,,
2015/7/29,1m,0.08,1.9367,,
2015/7/29,2m,0.17,2.1564,,
2015/7/29,3m,0.25,2.1522,,
2015/7/29,6m,0.5,2.1964,,
2015/7/29,9m,0.75,2.1892,,
2015/7/29,1y,1,2.2388,,
2015/7/29,2y,2,2.5331,,
2015/7/29,3y,3,2.8202,,
2015/7/29,4y,4,3.007,,
2015/7/29,5y,5,3.1553,,
2015/7/29,6y,6,3.3102,,
2015/7/29,7y,7,3.3938,,
2015/7/29,8y,8,3.4178,,
2015/7/29,9y,9,3.4267,,
2015/7/29,10y,10,3.4302,,
2015/7/29,15y,15,3.6402,,
2015/7/29,20y,20,3.7503,,
2015/7/29,30y,30,3.8931,,
2015/7/29,40y,40,3.9487,,
2015/7/29,50y,50,3.9945,,
2015/7/30,0d,0,0.9414,,
2015/7/30,1m,0.08,1.8386,,
2015/7/30,2m,0.17,2.1816,,
2015/7/30,3m,0.25,2.181,,
2015/7/30,6m,0.5,2.2423,,
2015/7/30,9m,0.75,2.2372,,
2015/7/30,1y,1,2.2318,,
2015/7/30,2y,2,2.5585,,
2015/7/30,3y,3,2.8682,,
2015/7/30,4y,4,3.0406,,
2015/7/30,5y,5,3.1617,,
2015/7/30,6y,6,3.3077,,
2015/7/30,7y,7,3.3945,,
2015/7/30,8y,8,3.4244,,
2015/7/30,9y,9,3.4352,,
2015/7/30,10y,10,3.4402,,
2015/7/30,15y,15,3.6503,,
2015/7/30,20y,20,3.7604,,
2015/7/30,30y,30,3.9031,,
2015/7/30,40y,40,3.9588,,
2015/7/30,50y,50,4.0046,,
2015/7/31,0d,0,0.8634,,
2015/7/31,1m,0.08,1.8022,,
2015/7/31,2m,0.17,2.2102,,
2015/7/31,3m,0.25,2.212,,
2015/7/31,6m,0.5,2.2373,,
2015/7/31,9m,0.75,2.2639,,
2015/7/31,1y,1,2.253,,
2015/7/31,2y,2,2.5707,,
2015/7/31,3y,3,2.8712,,
2015/7/31,4y,4,3.0478,,
2015/7/31,5y,5,3.1798,,
2015/7/31,6y,6,3.3585,,
2015/7/31,7y,7,3.4468,,
2015/7/31,8y,8,3.4639,,
2015/7/31,9y,9,3.472,,
2015/7/31,10y,10,3.4752,,
2015/7/31,15y,15,3.6853,,
2015/7/31,20y,20,3.7954,,
2015/7/31,30y,30,3.9381,,
2015/7/31,40y,40,3.9938,,
2015/7/31,50y,50,4.0396,,
2015/8/3,0d,0,0.8814,,
2015/8/3,1m,0.08,1.7557,,
2015/8/3,2m,0.17,2.1916,,
2015/8/3,3m,0.25,2.2003,,
2015/8/3,6m,0.5,2.2314,,
2015/8/3,9m,0.75,2.2388,,
2015/8/3,1y,1,2.3038,,
2015/8/3,2y,2,2.5997,,
2015/8/3,3y,3,2.8888,,
2015/8/3,4y,4,3.0663,,
2015/8/3,5y,5,3.2048,,
2015/8/3,6y,6,3.3795,,
2015/8/3,7y,7,3.4613,,
2015/8/3,8y,8,3.4672,,
2015/8/3,9y,9,3.4696,,
2015/8/3,10y,10,3.47,,
2015/8/3,15y,15,3.6801,,
2015/8/3,20y,20,3.7902,,
2015/8/3,30y,30,3.9329,,
2015/8/3,40y,40,3.9886,,
2015/8/3,50y,50,4.0344,,
2015/8/4,0d,0,0.8904,,
2015/8/4,1m,0.08,1.7557,,
2015/8/4,2m,0.17,2.1267,,
2015/8/4,3m,0.25,2.1743,,
2015/8/4,6m,0.5,2.2774,,
2015/8/4,9m,0.75,2.2547,,
2015/8/4,1y,1,2.3254,,
2015/8/4,2y,2,2.604,,
2015/8/4,3y,3,2.8777,,
2015/8/4,4y,4,3.0545,,
2015/8/4,5y,5,3.1981,,
2015/8/4,6y,6,3.3769,,
2015/8/4,7y,7,3.4613,,
2015/8/4,8y,8,3.4673,,
2015/8/4,9y,9,3.4696,,
2015/8/4,10y,10,3.47,,
2015/8/4,15y,15,3.6801,,
2015/8/4,20y,20,3.7902,,
2015/8/4,30y,30,3.9453,,
2015/8/4,40y,40,4.001,,
2015/8/4,50y,50,4.0468,,
2015/8/5,0d,0,0.9014,,
2015/8/5,1m,0.08,1.7689,,
2015/8/5,2m,0.17,2.1196,,
2015/8/5,3m,0.25,2.1469,,
2015/8/5,6m,0.5,2.2633,,
2015/8/5,9m,0.75,2.2686,,
2015/8/5,1y,1,2.2428,,
2015/8/5,2y,2,2.575,,
2015/8/5,3y,3,2.8852,,
2015/8/5,4y,4,3.0662,,
2015/8/5,5y,5,3.203,,
2015/8/5,6y,6,3.3799,,
2015/8/5,7y,7,3.4614,,
2015/8/5,8y,8,3.4673,,
2015/8/5,9y,9,3.4696,,
2015/8/5,10y,10,3.4701,,
2015/8/5,15y,15,3.6801,,
2015/8/5,20y,20,3.8302,,
2015/8/5,30y,30,3.9491,,
2015/8/5,40y,40,4.0048,,
2015/8/5,50y,50,4.0506,,
2015/8/6,0d,0,0.9104,,
2015/8/6,1m,0.08,1.7968,,
2015/8/6,2m,0.17,2.0992,,
2015/8/6,3m,0.25,2.1665,,
2015/8/6,6m,0.5,2.2261,,
2015/8/6,9m,0.75,2.1858,,
2015/8/6,1y,1,2.2073,,
2015/8/6,2y,2,2.5576,,
2015/8/6,3y,3,2.8867,,
2015/8/6,4y,4,3.0524,,
2015/8/6,5y,5,3.1646,,
2015/8/6,6y,6,3.3645,,
2015/8/6,7y,7,3.4599,,
2015/8/6,8y,8,3.46,,
2015/8/6,9y,9,3.46,,
2015/8/6,10y,10,3.46,,
2015/8/6,15y,15,3.6701,,
2015/8/6,20y,20,3.8202,,
2015/8/6,30y,30,3.9391,,
2015/8/6,40y,40,3.9948,,
2015/8/6,50y,50,4.0406,,
2015/8/7,0d,0,0.9224,,
2015/8/7,1m,0.08,1.8909,,
2015/8/7,2m,0.17,2.0992,,
2015/8/7,3m,0.25,2.0865,,
2015/8/7,6m,0.5,2.2014,,
2015/8/7,9m,0.75,2.1938,,
2015/8/7,1y,1,2.1753,,
2015/8/7,2y,2,2.5458,,
2015/8/7,3y,3,2.8891,,
2015/8/7,4y,4,3.0556,,
2015/8/7,5y,5,3.1633,,
2015/8/7,6y,6,3.3268,,
2015/8/7,7y,7,3.4204,,
2015/8/7,8y,8,3.4433,,
2015/8/7,9y,9,3.452,,
2015/8/7,10y,10,3.4553,,
2015/8/7,15y,15,3.6652,,
2015/8/7,20y,20,3.8153,,
2015/8/7,30y,30,3.9342,,
2015/8/7,40y,40,3.9899,,
2015/8/7,50y,50,4.0357,,
2015/8/10,0d,0,0.9504,,
2015/8/10,1m,0.08,1.9796,,
2015/8/10,2m,0.17,2.1193,,
2015/8/10,3m,0.25,2.1567,,
2015/8/10,6m,0.5,2.164,,
2015/8/10,9m,0.75,2.1599,,
2015/8/10,1y,1,2.1843,,
2015/8/10,2y,2,2.5481,,
2015/8/10,3y,3,2.8876,,
2015/8/10,4y,4,3.061,,
2015/8/10,5y,5,3.1799,,
2015/8/10,6y,6,3.3301,,
2015/8/10,7y,7,3.4224,,
2015/8/10,8y,8,3.4566,,
2015/8/10,9y,9,3.4689,,
2015/8/10,10y,10,3.4755,,
2015/8/10,15y,15,3.6854,,
2015/8/10,20y,20,3.8355,,
2015/8/10,30y,30,3.9544,,
2015/8/10,40y,40,4.0101,,
2015/8/10,50y,50,4.0559,,
2015/8/11,0d,0,0.9794,,
2015/8/11,1m,0.08,1.9731,,
2015/8/11,2m,0.17,2.2642,,
2015/8/11,3m,0.25,2.2377,,
2015/8/11,6m,0.5,2.2011,,
2015/8/11,9m,0.75,2.204,,
2015/8/11,1y,1,2.2433,,
2015/8/11,2y,2,2.6125,,
2015/8/11,3y,3,2.9594,,
2015/8/11,4y,4,3.1331,,
2015/8/11,5y,5,3.2516,,
2015/8/11,6y,6,3.4197,,
2015/8/11,7y,7,3.504,,
2015/8/11,8y,8,3.5184,,
2015/8/11,9y,9,3.524,,
2015/8/11,10y,10,3.5256,,
2015/8/11,15y,15,3.6935,,
2015/8/11,20y,20,3.8436,,
2015/8/11,30y,30,3.9625,,
2015/8/11,40y,40,4.0182,,
2015/8/11,50y,50,4.064,,
2015/8/12,0d,0,1.0074,,
2015/8/12,1m,0.08,1.9578,,
2015/8/12,2m,0.17,2.238,,
2015/8/12,3m,0.25,2.2191,,
2015/8/12,6m,0.5,2.2373,,
2015/8/12,9m,0.75,2.2405,,
2015/8/12,1y,1,2.3181,,
2015/8/12,2y,2,2.6458,,
2015/8/12,3y,3,2.9635,,
2015/8/12,4y,4,3.1375,,
2015/8/12,5y,5,3.2661,,
2015/8/12,6y,6,3.4347,,
2015/8/12,7y,7,3.5191,,
2015/8/12,8y,8,3.5331,,
2015/8/12,9y,9,3.5386,,
2015/8/12,10y,10,3.5402,,
2015/8/12,15y,15,3.7081,,
2015/8/12,20y,20,3.8582,,
2015/8/12,30y,30,3.9771,,
2015/8/12,40y,40,4.0328,,
2015/8/12,50y,50,4.0786,,
2015/8/13,0d,0,1.0344,,
2015/8/13,1m,0.08,1.9778,,
2015/8/13,2m,0.17,2.188,,
2015/8/13,3m,0.25,2.2484,,
2015/8/13,6m,0.5,2.269,,
2015/8/13,9m,0.75,2.2323,,
2015/8/13,1y,1,2.2883,,
2015/8/13,2y,2,2.6218,,
2015/8/13,3y,3,2.9397,,
2015/8/13,4y,4,3.1241,,
2015/8/13,5y,5,3.2649,,
2015/8/13,6y,6,3.4126,,
2015/8/13,7y,7,3.4856,,
2015/8/13,8y,8,3.505,,
2015/8/13,9y,9,3.5124,,
2015/8/13,10y,10,3.5153,,
2015/8/13,15y,15,3.6832,,
2015/8/13,20y,20,3.8333,,
2015/8/13,30y,30,3.9522,,
2015/8/13,40y,40,4.0079,,
2015/8/13,50y,50,4.0537,,
2015/8/14,0d,0,1.0604,,
2015/8/14,1m,0.08,2.02,,
2015/8/14,2m,0.17,2.2043,,
2015/8/14,3m,0.25,2.2023,,
2015/8/14,6m,0.5,2.2449,,
2015/8/14,9m,0.75,2.241,,
2015/8/14,1y,1,2.3273,,
2015/8/14,2y,2,2.6216,,
2015/8/14,3y,3,2.9117,,
2015/8/14,4y,4,3.1001,,
2015/8/14,5y,5,3.2558,,
2015/8/14,6y,6,3.4166,,
2015/8/14,7y,7,3.4883,,
2015/8/14,8y,8,3.4995,,
2015/8/14,9y,9,3.5039,,
2015/8/14,10y,10,3.5052,,
2015/8/14,15y,15,3.6731,,
2015/8/14,20y,20,3.8232,,
2015/8/14,30y,30,3.9421,,
2015/8/14,40y,40,3.9978,,
2015/8/14,50y,50,4.0436,,
2015/8/17,0d,0,1.0944,,
2015/8/17,1m,0.08,2.0894,,
2015/8/17,2m,0.17,2.236,,
2015/8/17,3m,0.25,2.2509,,
2015/8/17,6m,0.5,2.2579,,
2015/8/17,9m,0.75,2.2225,,
2015/8/17,1y,1,2.2466,,
2015/8/17,2y,2,2.5957,,
2015/8/17,3y,3,2.9324,,
2015/8/17,4y,4,3.1154,,
2015/8/17,5y,5,3.2521,,
2015/8/17,6y,6,3.4252,,
2015/8/17,7y,7,3.5033,,
2015/8/17,8y,8,3.5128,,
2015/8/17,9y,9,3.5167,,
2015/8/17,10y,10,3.5176,,
2015/8/17,15y,15,3.6856,,
2015/8/17,20y,20,3.8357,,
2015/8/17,30y,30,3.9546,,
2015/8/17,40y,40,4.0103,,
2015/8/17,50y,50,4.0561,,
2015/8/18,0d,0,1.1384,,
2015/8/18,1m,0.08,2.0545,,
2015/8/18,2m,0.17,2.236,,
2015/8/18,3m,0.25,2.2395,,
2015/8/18,6m,0.5,2.2596,,
2015/8/18,9m,0.75,2.2335,,
2015/8/18,1y,1,2.2621,,
2015/8/18,2y,2,2.5994,,
2015/8/18,3y,3,2.9249,,
2015/8/18,4y,4,3.1138,,
2015/8/18,5y,5,3.2623,,
2015/8/18,6y,6,3.4405,,
2015/8/18,7y,7,3.5104,,
2015/8/18,8y,8,3.5118,,
2015/8/18,9y,9,3.5124,,
2015/8/18,10y,10,3.5126,,
2015/8/18,15y,15,3.6808,,
2015/8/18,20y,20,3.8309,,
2015/8/18,30y,30,3.9498,,
2015/8/18,40y,40,4.0055,,
2015/8/18,50y,50,4.0513,,
2015/8/19,0d,0,1.1814,,
2015/8/19,1m,0.08,2.1618,,
2015/8/19,2m,0.17,2.2423,,
2015/8/19,3m,0.25,2.2509,,
2015/8/19,6m,0.5,2.2651,,
2015/8/19,9m,0.75,2.2329,,
2015/8/19,1y,1,2.2571,,
2015/8/19,2y,2,2.5982,,
2015/8/19,3y,3,2.9263,,
2015/8/19,4y,4,3.1186,,
2015/8/19,5y,5,3.2705,,
2015/8/19,6y,6,3.4424,,
2015/8/19,7y,7,3.5119,,
2015/8/19,8y,8,3.5174,,
2015/8/19,9y,9,3.5196,,
2015/8/19,10y,10,3.5201,,
2015/8/19,15y,15,3.6883,,
2015/8/19,20y,20,3.8384,,
2015/8/19,30y,30,3.9573,,
2015/8/19,40y,40,4.013,,
2015/8/19,50y,50,4.0588,,
2015/8/20,0d,0,1.2234,,
2015/8/20,1m,0.08,2.2005,,
2015/8/20,2m,0.17,2.2691,,
2015/8/20,3m,0.25,2.2996,,
2015/8/20,6m,0.5,2.2695,,
2015/8/20,9m,0.75,2.2547,,
2015/8/20,1y,1,2.2608,,
2015/8/20,2y,2,2.5983,,
2015/8/20,3y,3,2.9211,,
2015/8/20,4y,4,3.1155,,
2015/8/20,5y,5,3.2723,,
2015/8/20,6y,6,3.4526,,
2015/8/20,7y,7,3.5199,,
2015/8/20,8y,8,3.5166,,
2015/8/20,9y,9,3.5104,,
2015/8/20,10y,10,3.5051,,
2015/8/20,15y,15,3.6733,,
2015/8/20,20y,20,3.8398,,
2015/8/20,30y,30,3.9751,,
2015/8/20,40y,40,4.0308,,
2015/8/20,50y,50,4.0766,,
2015/8/21,0d,0,1.2404,,
2015/8/21,1m,0.08,2.2305,,
2015/8/21,2m,0.17,2.2391,,
2015/8/21,3m,0.25,2.2524,,
2015/8/21,6m,0.5,2.2521,,
2015/8/21,9m,0.75,2.2527,,
2015/8/21,1y,1,2.2608,,
2015/8/21,2y,2,2.5949,,
2015/8/21,3y,3,2.9132,,
2015/8/21,4y,4,3.0985,,
2015/8/21,5y,5,3.2463,,
2015/8/21,6y,6,3.4321,,
2015/8/21,7y,7,3.5048,,
2015/8/21,8y,8,3.5026,,
2015/8/21,9y,9,3.4985,,
2015/8/21,10y,10,3.4951,,
2015/8/21,15y,15,3.6633,,
2015/8/21,20y,20,3.8298,,
2015/8/21,30y,30,3.9651,,
2015/8/21,40y,40,4.0208,,
2015/8/21,50y,50,4.0666,,
2015/8/24,0d,0,1.2594,,
2015/8/24,1m,0.08,2.2515,,
2015/8/24,2m,0.17,2.2249,,
2015/8/24,3m,0.25,2.2111,,
2015/8/24,6m,0.5,2.247,,
2015/8/24,9m,0.75,2.238,,
2015/8/24,1y,1,2.2807,,
2015/8/24,2y,2,2.6141,,
2015/8/24,3y,3,2.9325,,
2015/8/24,4y,4,3.1057,,
2015/8/24,5y,5,3.2399,,
2015/8/24,6y,6,3.4197,,
2015/8/24,7y,7,3.4898,,
2015/8/24,8y,8,3.4854,,
2015/8/24,9y,9,3.4771,,
2015/8/24,10y,10,3.4701,,
2015/8/24,15y,15,3.6384,,
2015/8/24,20y,20,3.8049,,
2015/8/24,30y,30,3.9402,,
2015/8/24,40y,40,3.9959,,
2015/8/24,50y,50,4.0417,,
2015/8/25,0d,0,1.2724,,
2015/8/25,1m,0.08,2.1335,,
2015/8/25,2m,0.17,2.2384,,
2015/8/25,3m,0.25,2.2337,,
2015/8/25,6m,0.5,2.2469,,
2015/8/25,9m,0.75,2.2464,,
2015/8/25,1y,1,2.28,,
2015/8/25,2y,2,2.6179,,
2015/8/25,3y,3,2.9376,,
2015/8/25,4y,4,3.0907,,
2015/8/25,5y,5,3.202,,
2015/8/25,6y,6,3.396,,
2015/8/25,7y,7,3.4788,,
2015/8/25,8y,8,3.4741,,
2015/8/25,9y,9,3.4652,,
2015/8/25,10y,10,3.4577,,
2015/8/25,15y,15,3.626,,
2015/8/25,20y,20,3.7925,,
2015/8/25,30y,30,3.9278,,
2015/8/25,40y,40,3.9835,,
2015/8/25,50y,50,4.0293,,
2015/8/26,0d,0,1.1794,,
2015/8/26,1m,0.08,2.1339,,
2015/8/26,2m,0.17,2.1684,,
2015/8/26,3m,0.25,2.2537,,
2015/8/26,6m,0.5,2.2598,,
2015/8/26,9m,0.75,2.2362,,
2015/8/26,1y,1,2.2657,,
2015/8/26,2y,2,2.6039,,
2015/8/26,3y,3,2.9234,,
2015/8/26,4y,4,3.0785,,
2015/8/26,5y,5,3.1924,,
2015/8/26,6y,6,3.3782,,
2015/8/26,7y,7,3.4548,,
2015/8/26,8y,8,3.449,,
2015/8/26,9y,9,3.4381,,
2015/8/26,10y,10,3.429,,
2015/8/26,15y,15,3.5973,,
2015/8/26,20y,20,3.7638,,
2015/8/26,30y,30,3.9112,,
2015/8/26,40y,40,3.9668,,
2015/8/26,50y,50,4.0126,,
2015/8/27,0d,0,1.2324,,
2015/8/27,1m,0.08,2.1409,,
2015/8/27,2m,0.17,2.2653,,
2015/8/27,3m,0.25,2.2737,,
2015/8/27,6m,0.5,2.281,,
2015/8/27,9m,0.75,2.2735,,
2015/8/27,1y,1,2.2661,,
2015/8/27,2y,2,2.6081,,
2015/8/27,3y,3,2.9256,,
2015/8/27,4y,4,3.0692,,
2015/8/27,5y,5,3.1689,,
2015/8/27,6y,6,3.334,,
2015/8/27,7y,7,3.3999,,
2015/8/27,8y,8,3.3977,,
2015/8/27,9y,9,3.3935,,
2015/8/27,10y,10,3.3902,,
2015/8/27,15y,15,3.5585,,
2015/8/27,20y,20,3.725,,
2015/8/27,30y,30,3.8724,,
2015/8/27,40y,40,3.928,,
2015/8/27,50y,50,3.9738,,
2015/8/28,0d,0,1.2474,,
2015/8/28,1m,0.08,2.1819,,
2015/8/28,2m,0.17,2.2233,,
2015/8/28,3m,0.25,2.2495,,
2015/8/28,6m,0.5,2.2628,,
2015/8/28,9m,0.75,2.2557,,
2015/8/28,1y,1,2.2735,,
2015/8/28,2y,2,2.6081,,
2015/8/28,3y,3,2.9202,,
2015/8/28,4y,4,3.0634,,
2015/8/28,5y,5,3.1634,,
2015/8/28,6y,6,3.3151,,
2015/8/28,7y,7,3.3762,,
2015/8/28,8y,8,3.3788,,
2015/8/28,9y,9,3.3799,,
2015/8/28,10y,10,3.3803,,
2015/8/28,15y,15,3.5486,,
2015/8/28,20y,20,3.7151,,
2015/8/28,30y,30,3.8625,,
2015/8/28,40y,40,3.9181,,
2015/8/28,50y,50,3.9639,,
2015/8/31,0d,0,1.6068,,
2015/8/31,1m,0.08,2.5413,,
2015/8/31,2m,0.17,2.2253,,
2015/8/31,3m,0.25,2.2608,,
2015/8/31,6m,0.5,2.3,,
2015/8/31,9m,0.75,2.2848,,
2015/8/31,1y,1,2.2519,,
2015/8/31,2y,2,2.6069,,
2015/8/31,3y,3,2.9311,,
2015/8/31,4y,4,3.0568,,
2015/8/31,5y,5,3.1345,,
2015/8/31,6y,6,3.2764,,
2015/8/31,7y,7,3.33,,
2015/8/31,8y,8,3.3294,,
2015/8/31,9y,9,3.3284,,
2015/8/31,10y,10,3.3252,,
2015/8/31,15y,15,3.4935,,
2015/8/31,20y,20,3.66,,
2015/8/31,30y,30,3.8074,,
2015/8/31,40y,40,3.863,,
2015/8/31,50y,50,3.9088,,
2015/9/1,0d,0,1.6268,,
2015/9/1,1m,0.08,2.3569,,
2015/9/1,2m,0.17,2.158,,
2015/9/1,3m,0.25,2.2549,,
2015/9/1,6m,0.5,2.2829,,
2015/9/1,9m,0.75,2.257,,
2015/9/1,1y,1,2.2628,,
2015/9/1,2y,2,2.6191,,
2015/9/1,3y,3,2.9348,,
2015/9/1,4y,4,3.0496,,
2015/9/1,5y,5,3.1178,,
2015/9/1,6y,6,3.2585,,
2015/9/1,7y,7,3.3149,,
2015/9/1,8y,8,3.3115,,
2015/9/1,9y,9,3.3052,,
2015/9/1,10y,10,3.3002,,
2015/9/1,15y,15,3.4684,,
2015/9/1,20y,20,3.663,,
2015/9/1,30y,30,3.8014,,
2015/9/1,40y,40,3.857,,
2015/9/1,50y,50,3.9028,,
2015/9/2,0d,0,1.8368,,
2015/9/2,1m,0.08,2.3679,,
2015/9/2,2m,0.17,2.1611,,
2015/9/2,3m,0.25,2.2434,,
2015/9/2,6m,0.5,2.2497,,
2015/9/2,9m,0.75,2.227,,
2015/9/2,1y,1,2.2586,,
2015/9/2,2y,2,2.6202,,
2015/9/2,3y,3,2.9493,,
2015/9/2,4y,4,3.0709,,
2015/9/2,5y,5,3.1428,,
2015/9/2,6y,6,3.2696,,
2015/9/2,7y,7,3.3149,,
2015/9/2,8y,8,3.3115,,
2015/9/2,9y,9,3.3052,,
2015/9/2,10y,10,3.3002,,
2015/9/2,15y,15,3.4684,,
2015/9/2,20y,20,3.663,,
2015/9/2,30y,30,3.8014,,
2015/9/2,40y,40,3.857,,
2015/9/2,50y,50,3.9028,,
2015/9/6,0d,0,1.7068,,
2015/9/6,1m,0.08,2.3569,,
2015/9/6,2m,0.17,2.1541,,
2015/9/6,3m,0.25,2.1862,,
2015/9/6,6m,0.5,2.2766,,
2015/9/6,9m,0.75,2.247,,
2015/9/6,1y,1,2.254,,
2015/9/6,2y,2,2.6155,,
2015/9/6,3y,3,2.9405,,
2015/9/6,4y,4,3.0659,,
2015/9/6,5y,5,3.1459,,
2015/9/6,6y,6,3.2788,,
2015/9/6,7y,7,3.3249,,
2015/9/6,8y,8,3.3237,,
2015/9/6,9y,9,3.3217,,
2015/9/6,10y,10,3.3203,,
2015/9/6,15y,15,3.4884,,
2015/9/6,20y,20,3.683,,
2015/9/6,30y,30,3.8214,,
2015/9/6,40y,40,3.877,,
2015/9/6,50y,50,3.9228,,
2015/9/7,0d,0,1.7098,,
2015/9/7,1m,0.08,2.2957,,
2015/9/7,2m,0.17,2.1717,,
2015/9/7,3m,0.25,2.2133,,
2015/9/7,6m,0.5,2.2916,,
2015/9/7,9m,0.75,2.2571,,
2015/9/7,1y,1,2.2643,,
2015/9/7,2y,2,2.6338,,
2015/9/7,3y,3,2.9659,,
2015/9/7,4y,4,3.1022,,
2015/9/7,5y,5,3.1924,,
2015/9/7,6y,6,3.3134,,
2015/9/7,7y,7,3.3499,,
2015/9/7,8y,8,3.3464,,
2015/9/7,9y,9,3.3401,,
2015/9/7,10y,10,3.3353,,
2015/9/7,15y,15,3.5033,,
2015/9/7,20y,20,3.6979,,
2015/9/7,30y,30,3.8517,,
2015/9/7,40y,40,3.9072,,
2015/9/7,50y,50,3.953,,
2015/9/8,0d,0,1.7028,,
2015/9/8,1m,0.08,2.1554,,
2015/9/8,2m,0.17,2.1716,,
2015/9/8,3m,0.25,2.2482,,
2015/9/8,6m,0.5,2.3008,,
2015/9/8,9m,0.75,2.2941,,
2015/9/8,1y,1,2.2737,,
2015/9/8,2y,2,2.6465,,
2015/9/8,3y,3,2.9774,,
2015/9/8,4y,4,3.096,,
2015/9/8,5y,5,3.1763,,
2015/9/8,6y,6,3.3073,,
2015/9/8,7y,7,3.3564,,
2015/9/8,8y,8,3.3588,,
2015/9/8,9y,9,3.3598,,
2015/9/8,10y,10,3.3603,,
2015/9/8,15y,15,3.5283,,
2015/9/8,20y,20,3.7229,,
2015/9/8,30y,30,3.831,,
2015/9/8,40y,40,3.8872,,
2015/9/8,50y,50,3.933,,
2015/9/9,0d,0,1.6018,,
2015/9/9,1m,0.08,2.0646,,
2015/9/9,2m,0.17,2.1306,,
2015/9/9,3m,0.25,2.2068,,
2015/9/9,6m,0.5,2.3059,,
2015/9/9,9m,0.75,2.2927,,
2015/9/9,1y,1,2.2543,,
2015/9/9,2y,2,2.6491,,
2015/9/9,3y,3,2.9902,,
2015/9/9,4y,4,3.1114,,
2015/9/9,5y,5,3.1843,,
2015/9/9,6y,6,3.3047,,
2015/9/9,7y,7,3.3457,,
2015/9/9,8y,8,3.3469,,
2015/9/9,9y,9,3.3474,,
2015/9/9,10y,10,3.3478,,
